ccn,hospital_name,address,city,state,zip,phone,type,seeded_domain,pointer_status,remediation,reason,exa_query,resolved_domain
281351,CHASE COUNTY COMMUNITY HOSPITAL,"P O BOX 819, 600 W 12TH ST",IMPERIAL,NE,69033,hpt-obf:v1:318BRu5BhzCoEPxa.e90TXD-P9iiEXRpQxhtg9g.QXRptUxRl5YJDmz5XRU,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,CHASE COUNTY COMMUNITY HOSPITAL hospital IMPERIAL NE official website,
281352,"COMMUNITY MEDICAL CENTER, INC","P O BOX 399, 3307 BILL SCHOCK BOULEVARD",FALLS CITY,NE,68355,hpt-obf:v1:8DjSo6lBkIEhNjfL.Z0H9mFjEkobgCSeTuSkMnw.sN88kBpfpcdL3NpAfeg,Critical Access Hospitals,hospitalcharges.cmcfc.org,neterr,exa-domain-lookup,pointer fetch failed (neterr); domain is likely wrong or stale,"COMMUNITY MEDICAL CENTER, INC hospital FALLS CITY NE official website",
281353,VALLEY COUNTY HEALTH SYSTEM,2707 L STREET,ORD,NE,68862,hpt-obf:v1:r_C7FKn_khhMT2Q1.A2TNAwvUmjsUWr-EmnOKcw.YhIP1JkgwABczNAgKdk,Critical Access Hospitals,shop.valleycountyhealthsystem.org,neterr,exa-domain-lookup,pointer fetch failed (neterr); domain is likely wrong or stale,VALLEY COUNTY HEALTH SYSTEM hospital ORD NE official website,
281355,OGALLALA COMMUNITY HOSPITAL,2601 NORTH SPRUCE ST,OGALLALA,NE,69153,hpt-obf:v1:fXdO8ZenhFitcwbj.ThIlNzP3SyXcaSuglNIWvQ.DJBLzD181zRwj9LapA8,Critical Access Hospitals,bannerhealth.com,blocked,unblocker,"domain returned 403/429; needs the unblocker, not a new domain",,
281359,MEMORIAL COMMUNITY HOSPITAL & HEALTH SYSTEM,810 NORTH 22ND ST,BLAIR,NE,68008,hpt-obf:v1:dF_zr2Y0iMI9MCBP.ZJYN-xT92CmJhuAy7z6bXA.-Y0y6gSF_c3x8j69kDo,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,MEMORIAL COMMUNITY HOSPITAL & HEALTH SYSTEM hospital BLAIR NE official website,
284003,LINCOLN REGIONAL CENTER,801 W PROSPECTOR PLACE,LINCOLN,NE,68522,hpt-obf:v1:JHL4beXx3fOls_NM.faUnK5fuBcJdqWhLwsqdJw.-CMvAGz1sHOWNih9BV8,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,LINCOLN REGIONAL CENTER hospital LINCOLN NE official website,
290001,RENOWN REGIONAL MEDICAL CENTER,1155 MILL STREET,RENO,NV,89502,hpt-obf:v1:lXObG5ejxgbeWF-L.Tk5Adyi4W7ZxzZKydoKg2w.svrkry7PAxE2QzbHJoU,Acute Care Hospitals,renown.org,blocked,unblocker,"domain returned 403/429; needs the unblocker, not a new domain",,
290019,CARSON TAHOE REGIONAL MEDICAL CENTER,1600 MEDICAL PARKWAY,CARSON CITY,NV,89703,hpt-obf:v1:-xHnLjef2Wcm6mrw.mSaalQcKQLHxnOkNPZ8ChA.V307WA6-u55z71PoHIA,Acute Care Hospitals,carsontahoe.com,blocked,unblocker,"domain returned 403/429; needs the unblocker, not a new domain",,
29001F,99th Medical Group (Nellis AFB),99 MDG 4700 Las Vegas Blvd,Nellis AFB,NV,89191,hpt-obf:v1:S9MM6ObfWOTM-HgW.Je0Jzv0oBoe6jnVnAlomnQ.C17jVs0NCtC2_634xgA,Acute Care - Department of Defense,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,hpt-obf:v1:covobwQDKZ4-YgDl.TlVPyd18insxkpVG9PyTcQ.JXchUw2FOO-QYMa-rxU,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
290032,NORTHERN NEVADA MEDICAL CENTER,2375 E PRATER WAY,SPARKS,NV,89434,hpt-obf:v1:MHBmNX_t8WP38dUH.QsQDT2c8vr2zbyas1asQjQ.m817msloQLzXtCiYFEg,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,NORTHERN NEVADA MEDICAL CENTER hospital SPARKS NV official website,
290042,HARMON HOSPITAL,2170 EAST HARMON AVENUE,LAS VEGAS,NV,89119,hpt-obf:v1:RAIan8i0pWxetbvl.7YMZKQ79hJbMn-t0E5_MKg.A0rZ8w8VR_OioBpP0XY,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,HARMON HOSPITAL hospital LAS VEGAS NV official website,
290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,5400 SOUTH RAINBOW BLVD,LAS VEGAS,NV,89118,hpt-obf:v1:UM6U6KyPTvdC3LEc.Kjp_phcbp0NSZ4lIIX8Mpw.IL5QTs6TMlRs90jKRag,Acute Care Hospitals,springvalleyhospital.com,blocked,unblocker,"domain returned 403/429; needs the unblocker, not a new domain",,
290049,RENOWN SOUTH MEADOWS MEDICAL CENTER,10101 DOUBLE R BLVD,RENO,NV,89521,hpt-obf:v1:1NAP3-qj18xLT6kn.-xphtFC1nbd19Y2NqSCYQg.oG7xqVUhqDOS-suWTO0,Acute Care Hospitals,renown.org,blocked,unblocker,"domain returned 403/429; needs the unblocker, not a new domain",,
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,hpt-obf:v1:YL7hxZ0dVjF07Lrm.88NJLWqTa_DR-NtClpmr0Q.UkIglOuGmyilmZNzRss,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,6900 N DURANGO DR,LAS VEGAS,NV,89149,hpt-obf:v1:BrcWMSh28Jexu6_E.SB4EG2_TT6pm9db6LqPckg.D5v03bAq7pYRcaLwd7I,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER hospital LAS VEGAS NV official website,
290062,WEST HENDERSON HOSPITAL,1155 RAIDERS WAY,HENDERSON,NV,89052,hpt-obf:v1:3dWgYHwpf4-pUZXX.JIgoKMdsJjvdwqRkekRwrA.IvbhYM3T2yzuxQkt-gc,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,WEST HENDERSON HOSPITAL hospital HENDERSON NV official website,
291301,INCLINE VILLAGE COMMUNITY HOSPITAL,880 ALDER STREET,INCLINE VILLAGE,NV,89451,hpt-obf:v1:RUL8B49aJxtp5-ie.kjASz0KMyOK-QrLs27DUeQ.2LdKyO31Dp2vf2jnB2Y,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,INCLINE VILLAGE COMMUNITY HOSPITAL hospital INCLINE VILLAGE NV official website,
291302,WILLIAM BEE RIRIE HOSPITAL,1500 AVENUE H,ELY,NV,89301,hpt-obf:v1:haNfAVrl-WsS6B_l.z_pT9WM3-_Zp9a0IB_jF5A.IiAA8p9HPincET6jffc,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,WILLIAM BEE RIRIE HOSPITAL hospital ELY NV official website,
291311,DESERT VIEW HOSPITAL,360 SOUTH LOLA LANE,PAHRUMP,NV,89048,hpt-obf:v1:U9HwDV7HQxftJIUa.xYtN4upG-rp93Il4Os6Y6Q.U0hJeF2KSmGmVPSkJiQ,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,DESERT VIEW HOSPITAL hospital PAHRUMP NV official website,
291312,GROVER C DILS MEDICAL CENTER,"700 N SPRING ST, BOX 1010-C-ADM BLDG",CALIENTE,NV,89008,hpt-obf:v1:F4gLVruzo_STCC0D.GBcq3AINdgkO5kqcM88gnw.UFD90ffLAhR7aYkxNBo,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,GROVER C DILS MEDICAL CENTER hospital CALIENTE NV official website,
291313,BANNER CHURCHILL COMMUNITY HOSPITAL,801 EAST WILLIAMS AVENUE,FALLON,NV,89406,hpt-obf:v1:4ghwNNQRiumbAh7X.XpNX-9hDZrJh4YO6VH3oaQ.IMBMB1lGfN3oikTnqeI,Critical Access Hospitals,bannerhealth.com,blocked,unblocker,"domain returned 403/429; needs the unblocker, not a new domain",,
294000,DINI-TOWNSEND HOSPITAL AT NNMH,480 GALLETTI WAY,SPARKS,NV,89431,hpt-obf:v1:_jaxyC76bN_OELkJ.u5iIk-WdnDz442m8zj-Emw.8oUAcU1lFCiegdQdHxE,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,DINI-TOWNSEND HOSPITAL AT NNMH hospital SPARKS NV official website,
294002,SOUTHERN NEVADA ADULT MENTAL HEALTH SERVICES,1650 COMMUNITY COLLEGE DR,LAS VEGAS,NV,89146,hpt-obf:v1:zm6YsKzs2AWtBhQI.rCsRajhbLnU53Xo9mNfnaw.9AmGtu38_8zWGLxdty4,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,SOUTHERN NEVADA ADULT MENTAL HEALTH SERVICES hospital LAS VEGAS NV official website,
294010,SPRING MOUNTAIN SAHARA,5460 WEST SAHARA,LAS VEGAS,NV,89146,hpt-obf:v1:FXuUVZTKcfVJ8aln.enqRrWk-uVOPOLQku80PeQ.6fhaCLvjAz-ixn0Gzz4,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,SPRING MOUNTAIN SAHARA hospital LAS VEGAS NV official website,
294011,SPRING MOUNTAIN TREATMENT CENTER,7000 WEST SPRING MOUNTAIN ROAD,LAS VEGAS,NV,89117,hpt-obf:v1:tXu3675MCwdu6lTZ.Omvm9_xAncytG8Cw-eq7TA.WocroQdZVXEX1Rb0IcM,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,SPRING MOUNTAIN TREATMENT CENTER hospital LAS VEGAS NV official website,
294012,SEVEN HILLS HOSPITAL,3021 W HORIZON RIDGE PKWY,HENDERSON,NV,89052,hpt-obf:v1:iAo7VircSRN1f4NB.19eprzo1QRncyVOO3oRYoA.uuE8gAoAhA4nCHj6y5A,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,SEVEN HILLS HOSPITAL hospital HENDERSON NV official website,
294015,"RENO BEHAVIORAL HEALTHCARE HOSPITAL, LLC",6940 SIERRA CENTER PKWY,RENO,NV,89511,hpt-obf:v1:tO2JPNUZTXjbero2.24HkFhF3gk3izCYtRlUNkQ.DI3kFDnLWOCyz1PZnUU,Psychiatric,renobehavioral.com,ok,name-match-review,pointer file works (10 entries) but none matched this hospital's name,,
294016,"THRIVE BEHAVIORAL HOSPITAL, LLC",5900 W ROCHELLE AVE,LAS VEGAS,NV,89103,hpt-obf:v1:95IXsWMuLyPyVl4s.YLZQVOWRwxxBb8afPavpMQ.Rdq3SLr37mlZKrQEBw0,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,"THRIVE BEHAVIORAL HOSPITAL, LLC hospital LAS VEGAS NV official website",
300003,MARY HITCHCOCK MEMORIAL HOSPITAL,1 MEDICAL CENTER DRIVE,LEBANON,NH,03756,hpt-obf:v1:LKdifjjTlPmt7U-9.iGA-xTgz_0mEYloElx34zw.U6c-tDWkwHtyUSlDfz4,Acute Care Hospitals,dartmouth-hitchcock.org,neterr,exa-domain-lookup,pointer fetch failed (neterr); domain is likely wrong or stale,MARY HITCHCOCK MEMORIAL HOSPITAL hospital LEBANON NH official website,
300019,CHESHIRE MEDICAL CENTER,580 COURT STREET,KEENE,NH,03431,hpt-obf:v1:xMPfP6LEUvVPfiyx.cwtN11jdLGbLa-KLA-so4A.-4OrPyalmZBs8L8a6aU,Acute Care Hospitals,cheshiremed.org,neterr,exa-domain-lookup,pointer fetch failed (neterr); domain is likely wrong or stale,CHESHIRE MEDICAL CENTER hospital KEENE NH official website,
300023,EXETER HOSPITAL INC,5 ALUMNI DRIVE,EXETER,NH,03833,hpt-obf:v1:GQMJ3DuNLVYytRTY.kh_uektq0Qi_jyedf3IVRw.y8hGtCyEzBVkaokVe1A,Acute Care Hospitals,exeterhospital.com,neterr,exa-domain-lookup,pointer fetch failed (neterr); domain is likely wrong or stale,EXETER HOSPITAL INC hospital EXETER NH official website,
301301,COTTAGE HOSPITAL,90 SWIFTWATER RD,WOODSVILLE,NH,03785,hpt-obf:v1:2pOc5JCTy7hEQUJz.Hp9qpMiBYFh7e-vydCPrAA.WfJgxtiRY_0nv0sGONY,Critical Access Hospitals,cottagehospital.org,blocked,unblocker,"domain returned 403/429; needs the unblocker, not a new domain",,
301303,WEEKS MEDICAL CENTER,173 MIDDLE STREET,LANCASTER,NH,03584,hpt-obf:v1:0Z9VQY7npsr_Ysqv.s7w3PmnPWEhKyH1_ZGtFug.ELd5ung9rAy9tewkRZ0,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,WEEKS MEDICAL CENTER hospital LANCASTER NH official website,
301304,NEW LONDON HOSPITAL,273 COUNTY ROAD,NEW LONDON,NH,03257,hpt-obf:v1:pv7nQ0UBLsbLFoxm.2KzmVjh3vFVu1kKFZPw7WA.z0ql5VCU7GngTdKYS8c,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,NEW LONDON HOSPITAL hospital NEW LONDON NH official website,
301305,ALICE PECK DAY MEMORIAL HOSPITAL,10 ALICE PECK DAY DRIVE,LEBANON,NH,03766,hpt-obf:v1:vb3r-md4hBkIIJpF.Z0a3mUSfC9qUGtEzIs62Yw.-jLl2r-EJX7sqCf9x-o,Critical Access Hospitals,alicepeckday.org,neterr,exa-domain-lookup,pointer fetch failed (neterr); domain is likely wrong or stale,ALICE PECK DAY MEMORIAL HOSPITAL hospital LEBANON NH official website,
301308,VALLEY REGIONAL HOSPITAL,243 ELM STREET,CLAREMONT,NH,03743,hpt-obf:v1:LetXdRpcTmmt6itA.YGDLImpEfBeIVig2YbTwaw.gY_j5SWTwpnDkEefSNo,Critical Access Hospitals,vrh.org,neterr,exa-domain-lookup,pointer fetch failed (neterr); domain is likely wrong or stale,VALLEY REGIONAL HOSPITAL hospital CLAREMONT NH official website,
304000,NEW HAMPSHIRE HOSPITAL,36 CLINTON STREET,CONCORD,NH,03301,hpt-obf:v1:231yC4OemEvumfIP.dOpl65vJsPZcXU-JWq0zDA.pzY4jzjOr-NUTDRyl1k,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,NEW HAMPSHIRE HOSPITAL hospital CONCORD NH official website,
310010,UNIVERSITY MEDICAL CENTER OF PRINCETON AT PLAINSBORO,ONE-FIVE PLAINSBORO ROAD,PLAINSBORO,NJ,08536,hpt-obf:v1:8bpZhJOoVlP2u7sT.Mz7Jr_eYpbupW_deAisQ0Q._XhgMPQsfKaMi83PjWQ,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,UNIVERSITY MEDICAL CENTER OF PRINCETON AT PLAINSBORO hospital PLAINSBORO NJ official website,
310011,CAPE REGIONAL MEDICAL CENTER INC,TWO STONE HARBOR BLVD,CAPE MAY COURT HOUSE,NJ,08210,hpt-obf:v1:Oqv4ciF4rCC9Ei5D.D6NbRFXNLbwsNXQtlWxTFw.vUjI-kb3bZTDm4hC3hI,Acute Care Hospitals,caperegional.com,neterr,exa-domain-lookup,pointer fetch failed (neterr); domain is likely wrong or stale,CAPE REGIONAL MEDICAL CENTER INC hospital CAPE MAY COURT HOUSE NJ official website,
310012,VALLEY HOSPITAL,4 VALLEY HEALTH PLAZA,PARAMUS,NJ,07652,hpt-obf:v1:MxdoNBXq5Mq_5_tg.dCZrypZ7oWuO8o6VjlJlMQ.6Rebwmjdd0X6mdlKvKg,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,VALLEY HOSPITAL hospital PARAMUS NJ official website,
310016,HEIGHTS UNIVERSITY HOSPITAL,176 PALISADE AVE,JERSEY CITY,NJ,07306,hpt-obf:v1:Edr5qMdPt2ibPAdi.z0IBtrHq22OZC1HPcrOFtg.1am8SoRbPKU_9KKNjrY,Acute Care Hospitals,carepointhealth.org,ok,name-match-review,pointer file works (3 entries) but none matched this hospital's name,,
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,hpt-obf:v1:U_Zjr_BUq1QHEBxS.rkJ9CYQi_vDbhS7IP7YL9Q.8MfRStq2tvXHtGAFv28,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
310022,WEST JERSEY HOSPITAL,100 BOWMAN DRIVE,VOORHEES,NJ,08043,hpt-obf:v1:KGCppLwpf_-7Lhjf.p8nPk00AQe5EHCGXrbHERw.Zp58yd3ejr7GtlDIxFE,Acute Care Hospitals,virtua.org,ok,name-match-review,pointer file works (5 entries) but none matched this hospital's name,,
310025,CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,29 EAST 29TH ST,BAYONNE,NJ,07002,hpt-obf:v1:sXPDcbgtoWk6prua.sXBBrMZz55ePQLecjUVIQw.pjIoN2HoM1cNIQSa58w,Acute Care Hospitals,carepointhealth.org,ok,name-match-review,pointer file works (3 entries) but none matched this hospital's name,,
310054,HACKENSACK MERIDIAN MOUNTAINSIDE MEDICAL,1 BAY AVENUE,MONTCLAIR,NJ,07042,hpt-obf:v1:NpbJblNoBIQmirjv.RybRjXe5Kj8zyZmnKxhwWA.N_4R7KyTONXfW4NfbJE,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,HACKENSACK MERIDIAN MOUNTAINSIDE MEDICAL hospital MONTCLAIR NJ official website,
310058,BERGEN NEW BRIDGE MEDICAL CENTER,230 EAST RIDGEWOOD AVE,PARAMUS,NJ,07652,hpt-obf:v1:YMaRXSesOKaK39hz.3WH5pB1joVwlyYZK2G8tAw.eXnVhrbKXyzVxqSeLcM,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,BERGEN NEW BRIDGE MEDICAL CENTER hospital PARAMUS NJ official website,
310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,1925 PACIFIC AVENUE,ATLANTIC CITY,NJ,08401,hpt-obf:v1:HCfvhwWQgU7b436V.qQ9Nh44rAW0ujWGwU9tMRg.UkLk4MwqE2P7Sd75LBY,Acute Care Hospitals,atlanticare.org,ok,name-match-review,pointer file works (2 entries) but none matched this hospital's name,,
310083,CAREWELL HEALTH MEDICAL CENTER,300 CENTRAL AVE,EAST ORANGE,NJ,07018,hpt-obf:v1:ty3RJYv8S9QXGKN_.0kEvcsTANtdcIcI7cZhUsw.LDbccLvYBTADzOiWpMw,Acute Care Hospitals,carewellhealth.org,notfound,exa-domain-lookup,pointer fetch failed (notfound); domain is likely wrong or stale,CAREWELL HEALTH MEDICAL CENTER hospital EAST ORANGE NJ official website,
310115,AHS HOSPITAL CORP,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,07840,hpt-obf:v1:K4Z1iwEcxUL2HZEb.WTnysqjRW6wZplffDcdh9w.Z_h_tdWbjsh-i-aH4q0,Acute Care Hospitals,atlantichealth.org,ok,name-match-review,pointer file works (6 entries) but none matched this hospital's name,,
310118,HUDSON REGIONAL HOSPITAL,55 MEADOWLANDS PKWY,SECAUCUS,NJ,07094,hpt-obf:v1:tbNvT7DiRtFV6pjb.XXkYkZK9Xq_758jTzWvBCw.Kc0vHW6lZncLmpXHd68,Acute Care Hospitals,hudsonregionalhospital.com,ok,name-match-review,pointer file works (3 entries) but none matched this hospital's name,,
310130,HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,250 OLD HOOK ROAD,WESTWOOD,NJ,07675,hpt-obf:v1:BQsgql-AqWCrJTqr.BviAlMVVrjqw0rAf_PbDag.iYWqDmGwbvTAtVmEWwg,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL hospital WESTWOOD NJ official website,
313302,WEISMAN CHILDRENS REHABILITATION HOSPITAL,"92 BRICK ROAD, 3RD FLOOR",MARLTON,NJ,08053,hpt-obf:v1:q0QHBIhNAfcscYvp.6V-BEYHnjrpgIauAUwdmvg.WaoYKpI6ztSmwD6G4ig,Childrens,weismanchildrens.com,blocked,unblocker,"domain returned 403/429; needs the unblocker, not a new domain",,
314001,SUMMIT OAKS HOSPITAL,19 PROSPECT ST,SUMMIT,NJ,07901,hpt-obf:v1:Xqau3FkN_s_t7QC-.QJoR9Ln48SIxp9I9MkMcEQ.hCf2hSTT_N5gAVViQvA,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,SUMMIT OAKS HOSPITAL hospital SUMMIT NJ official website,
314005,ANCORA PSYCH HOSP,ANCORA BRANCH,HAMMONTON,NJ,08037,hpt-obf:v1:e1rZUn14OWWYmId4.sfxhUWPt-D7ELPx1IO7uGA.0vjK4lUrcNlMv4g_f1g,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,ANCORA PSYCH HOSP hospital HAMMONTON NJ official website,
314013,TRENTON PSYCHIATRIC HOSP,STATION A,TRENTON,NJ,08625,hpt-obf:v1:8VORy0utM7MW_Vju.nLLFoQZTZ1jLs1pK_wanSg.1inWT4JX1viTEp3nMPQ,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,TRENTON PSYCHIATRIC HOSP hospital TRENTON NJ official website,
314016,GREYSTONE PARK PSYCHIATRIC HOSPITAL,59 KOCH AVENUE,MORRIS PLAINS,NJ,07950,hpt-obf:v1:A1Q9_ryVp4733rwQ.85A2jgVRVd0gAoFtPs6mxA.91ZHB9VpH5GvaFCFuto,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,GREYSTONE PARK PSYCHIATRIC HOSPITAL hospital MORRIS PLAINS NJ official website,
314018,NORTHBROOK BEHAVIORAL HEALTH HOSPITAL,425  WOODBURY TURNERSVILLE ROAD,BLACKWOOD,NJ,08012,hpt-obf:v1:4C75_A6RQJMTp6ru.yybNr8R65Ro1QTZPRzJirw.bxTQhSlDqzeeSr13vTY,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,NORTHBROOK BEHAVIORAL HEALTH HOSPITAL hospital BLACKWOOD NJ official website,
314020,ESSEX COUNTY HOSPITAL CENTER,204 GROVE AVENUE,CEDAR GROVE,NJ,07009,hpt-obf:v1:97BX6d8iSf-_0WIk.u4acCT3dQEm4cC-641VmZg.ivSMCqva3IMwQEBnpVc,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,ESSEX COUNTY HOSPITAL CENTER hospital CEDAR GROVE NJ official website,
314023,ASPEN HILLS HEALTHCARE CENTER,600 PEMBERTON-BROWNS MILLS ROAD,PEMBERTON,NJ,08068,hpt-obf:v1:IaX4z-JpKHcuV7Wb.R3xiDyUv3F2sTZawo5-oNQ.mC-UjBfy3bY_gjX61n0,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,ASPEN HILLS HEALTHCARE CENTER hospital PEMBERTON NJ official website,
314024,HUDSON COUNTY MEADOWVIEW PSYCHIATRIC H,595 COUNTY AVENUE,SECAUCUS,NJ,07094,hpt-obf:v1:TH9A3WGLuc3IGkcz.MZX7OgaKquJdA6pK_w9AzA.R63sf2YiWQYjIr-H-70,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,HUDSON COUNTY MEADOWVIEW PSYCHIATRIC H hospital SECAUCUS NJ official website,
314027,MOUNTAINVIEW BEHAVIORAL HOSPITAL,40 WATCHUNG WAY,BERKELEY HEIGHTS,NJ,07922,hpt-obf:v1:XzvpMF7oGb-yuorW.QbaoBBVYyTQW4t6BfgoNuA.E0McG9BpnWCA4OtfW2o,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,MOUNTAINVIEW BEHAVIORAL HOSPITAL hospital BERKELEY HEIGHTS NJ official website,
320001,UNM HOSPITAL,2211 LOMAS BOULEVARD NE,ALBUQUERQUE,NM,87106,hpt-obf:v1:bDmTnJPeizEXNK5e.VAFCAl3we3U4_0WhaRgdSQ.1oR5O8gnSq0Tl7NiJ1c,Acute Care Hospitals,unmhealth.org,ok,name-match-review,pointer file works (2 entries) but none matched this hospital's name,,
320004,CHRISTUS SOUTHERN NEW MEXICO,2669 SCENIC DRIVE,ALAMOGORDO,NM,88310,hpt-obf:v1:JPMaG43egnVFTKS8.q7NUFK9ZZA_n7RKx0dFViA.DMdwwJpeJz0EgmYNH1U,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,CHRISTUS SOUTHERN NEW MEXICO hospital ALAMOGORDO NM official website,
320057,SANTA FE PHS INDIAN HOSPITAL,1700 CERRILLOS ROAD,SANTA FE,NM,87501,hpt-obf:v1:w4LW5ChZSec8drwc.ATL2MAgpl1gvof1PiS_86w.F1Xz8WnxAcGvEkYuWog,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,SANTA FE PHS INDIAN HOSPITAL hospital SANTA FE NM official website,
320059,NORTHERN NAVAJO MEDICAL CENTER,US HWY 491 NORTH,SHIPROCK,NM,87420,hpt-obf:v1:ORb1vdj_fU11NXTQ.RRZeGzOuMu3960sWrZq2-A.64gmE_LRNZ17InPzye8,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,NORTHERN NAVAJO MEDICAL CENTER hospital SHIPROCK NM official website,
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,hpt-obf:v1:AbFqZKBJPMmQSzZM.nYqmWgK2LPXV94PNL8HlyQ.9vx3je5oftH-_u4IGvM,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
320060,ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,ROUTE 301 NORTH B STREET,ZUNI,NM,87327,hpt-obf:v1:yjLbM1ani0OWU96J.No2YYE8UTM9YxxcHgbPhtA.CnPOkCasxHKxrgZ9LUY,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER hospital ZUNI NM official website,
320061,GALLUP INDIAN MEDICAL CENTER,516 E NIZHONI BLVD,GALLUP,NM,87301,hpt-obf:v1:PxqvndLaRKfSIwcB.XCKg-bMDbq622-XkLmNEeQ.2ZFTeyWS_6LF8VgooDc,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,GALLUP INDIAN MEDICAL CENTER hospital GALLUP NM official website,
320062,CROWNPOINT HEALTHCARE FACILITY,JUNCTION OF HWY 371,CROWNPOINT,NM,87313,hpt-obf:v1:8e7DaJT-UACWpRfg.o1Ry2xiQByOgVB6_ETrgMQ.U9XuRgQxJBEZTONoELY,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,CROWNPOINT HEALTHCARE FACILITY hospital CROWNPOINT NM official website,
320084,ROOSEVELT GENERAL HOSPITAL,42121 US HIGHWAY 70,PORTALES,NM,88130,hpt-obf:v1:o8gCSOWywWHpRqwY.DDK1I215ORGod1JY4WQOuw.zEZFpLw0jYej1On837c,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,ROOSEVELT GENERAL HOSPITAL hospital PORTALES NM official website,
320091,THREE CROSSES REGIONAL HOSPITAL LLC,2560 SAMARITAN DRIVE,LAS CRUCES,NM,88001,hpt-obf:v1:-FbIOxJAGZNDw1cf.b18QT4iEScersv2qW1RiQg.xdkxSc2zqnlbuj-ADK8,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,THREE CROSSES REGIONAL HOSPITAL LLC hospital LAS CRUCES NM official website,
