ccn,hospital_name,address,city,state,zip,phone,type,seeded_domain,pointer_status,remediation,reason,exa_query,resolved_domain
084001,DELAWARE PSYCHIATRIC CENTER,1901 N DUPONT HIGHWAY,NEW CASTLE,DE,19720,hpt-obf:v1:ppTMx0r3IntZxE_W.nQ9N6GsVd2zGVzaTISItuw.Jm2V1e0EnBShAefTeoY,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,DELAWARE PSYCHIATRIC CENTER hospital NEW CASTLE DE official website,
084002,ROCKFORD CENTER,100 ROCKFORD DRIVE,NEWARK,DE,19713,hpt-obf:v1:kPGULkjzu5EbpY4z.bsX4ueUB1Gs_bXpIpMSgEg.GoPzMTSNd5_cpKRexZ0,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,ROCKFORD CENTER hospital NEWARK DE official website,
084004,DOVER BEHAVIORAL HEALTH SYSTEM,725 HORSEPOND ROAD,DOVER,DE,19901,hpt-obf:v1:L_H6bmORN1XDj09i.Ekjic1ylHAtuOs575JOf-w.zs7OE9lWRhV_ggzGQPE,Psychiatric,doverbehavioral.com,blocked,unblocker,"domain returned 403/429; needs the unblocker, not a new domain",,
084005,SUN BEHAVIORAL DELAWARE LLC,21655 BIDEN AVENUE,GEORGETOWN,DE,19947,hpt-obf:v1:DVTpi5_llhrCpoln.xs48A7qaJRblZm36TlfT6Q.cH0T25XLUkXf-3Jqbmw,Psychiatric,sundelaware.com,html,exa-domain-lookup,pointer fetch failed (html); domain is likely wrong or stale,SUN BEHAVIORAL DELAWARE LLC hospital GEORGETOWN DE official website,
090001,GEORGE WASHINGTON UNIV HOSPITAL,900 23RD ST NW,WASHINGTON,DC,20037,hpt-obf:v1:amIJ5mQ5HPjqOxxM.UxCIyeIv3ZlD9dmoxbxBfA.0PD_ptCzKItHXVH7Q9I,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,GEORGE WASHINGTON UNIV HOSPITAL hospital WASHINGTON DC official website,
090003,HOWARD UNIVERSITY HOSPITAL CORP,2041 GEORGIA AVE NW,WASHINGTON,DC,20060,hpt-obf:v1:B2s722sxvmNXXRSV.B33kJzHrRFqSJmuEIcQZNA.lTWwyY29BO5_bACxpFw,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,HOWARD UNIVERSITY HOSPITAL CORP hospital WASHINGTON DC official website,
090005,SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO RD NW,WASHINGTON,DC,20016,hpt-obf:v1:VZqEN47SpU4VtATo.4DIeqBlg9l1CyWOPuIK7UQ.lNaWq2E00F0vRTjI4F4,Acute Care Hospitals,hopkinsmedicine.org,blocked,unblocker,"domain returned 403/429; needs the unblocker, not a new domain",,
090008,UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,DC,20032,hpt-obf:v1:xQuEfxhIOpHRyw7i.zmm6SuJwr6oaWTVm5zOtUQ.SFKLXlSxiqfoc1GlRZU,Acute Care Hospitals,unitedmedicaldc.com,html,exa-domain-lookup,pointer fetch failed (html); domain is likely wrong or stale,UNITED MEDICAL CENTER hospital WASHINGTON DC official website,
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,hpt-obf:v1:Bz1yDkqSeRTg5dPo.M1hnKhEfc7okxqDh1VY3GQ.vmA8gYZQhKGUAPit_xE,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
093300,CHILDREN'S NATIONAL HOSPITAL,"111 MICHIGAN AVE, NW",WASHINGTON,DC,20010,hpt-obf:v1:xSVYEzDoJWxZlLZL.qbyyxywqhtwnLpfJVsz7_g.9c6p4zXFMv9J8KFQSCQ,Childrens,,no-domain,exa-domain-lookup,no domain in the seed dataset,CHILDREN'S NATIONAL HOSPITAL hospital WASHINGTON DC official website,
094001,ST ELIZABETHS HOSPITAL,"1100 ALABAMA AVENUE, SE",WASHINGTON,DC,20032,hpt-obf:v1:sfvW-lre4DjjlWCM.Ern_zaWbuiXaMnOOLpJHRQ.fkuT3PKvGuZTLN6UbBw,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,ST ELIZABETHS HOSPITAL hospital WASHINGTON DC official website,
094004,PSYCHIATRIC INSTITUTE OF WASHINGTON,"4228 WISCONSIN AVENUE, NW",WASHINGTON,DC,20016,hpt-obf:v1:55Es5dUTyl1L4fD7.yoo_kfv7BK5vJlGcrORFOw.zrisLt6bIJD8qykotb4,Psychiatric,psychinstitute.com,blocked,unblocker,"domain returned 403/429; needs the unblocker, not a new domain",,
100018,NAPLES COMMUNITY HOSPITAL,350 7TH ST N,NAPLES,FL,34102,hpt-obf:v1:3_USohRUMvZ-aVzM.FGNyVtxZHJCwMsCIBvQn7w.fGcmoZ06CxTCDEUmXBI,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,NAPLES COMMUNITY HOSPITAL hospital NAPLES FL official website,
100035,MANATEE MEMORIAL HOSPITAL,206 2ND ST E,BRADENTON,FL,34208,hpt-obf:v1:AoFelmxJevSEHz66.wh_v2WGhQdmKX-AIM08olA.pNJC2NlVb45HaVR99Ms,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,MANATEE MEMORIAL HOSPITAL hospital BRADENTON FL official website,
100039,BROWARD HEALTH MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,FL,33316,hpt-obf:v1:hwX8tkZ2Ek5XcyPg.8fkCIy2IFiyW5hSZJp4pJw.3c8q1np4x9Qg2956EdY,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,BROWARD HEALTH MEDICAL CENTER hospital FORT LAUDERDALE FL official website,
100086,BROWARD HEALTH NORTH,201 E SAMPLE RD,DEERFIELD BEACH,FL,33064,hpt-obf:v1:bmCivahX3a3zT91P.TXfzX2ViZBtvi2YaZSuHqQ.5Q48l-mQwArrIV-UJkM,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,BROWARD HEALTH NORTH hospital DEERFIELD BEACH FL official website,
100090,FLAGLER HOSPITAL,400 HEALTH PARK BLVD,SAINT AUGUSTINE,FL,32086,hpt-obf:v1:hHxR2kA8rttySLFt.5eDgBy9xobM1cvP_wjnsSA._WRa9p2PG5sg7n-5l5k,Acute Care Hospitals,flaglerhealth.org,notfound,exa-domain-lookup,pointer fetch failed (notfound); domain is likely wrong or stale,FLAGLER HOSPITAL hospital SAINT AUGUSTINE FL official website,
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,hpt-obf:v1:v79uhl07miDA9LA2.w1F4KSHW0-lBcx5Fm0pkBw._k4WjW2b6emWq8ZcLeU,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
10013F,NH Jacksonville,2080 Child St,Jacksonville,FL,32214,hpt-obf:v1:mjSMcItkYAx3XjsF.Vz7fbBIwg_ESKqi2LCl_vQ.fIsWJUysQR9qkEyioxQ,Acute Care - Department of Defense,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
100140,BAPTIST MEDICAL CENTER - NASSAU,1250 S 18TH ST,FERNANDINA BEACH,FL,32034,hpt-obf:v1:5eObm4G_7I1WkHrS.kTynz0Mq8xU7hu3K3QDIPA.bOmcoHePBiUFJWZr8jY,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,BAPTIST MEDICAL CENTER - NASSAU hospital FERNANDINA BEACH FL official website,
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,hpt-obf:v1:UpurPs98VyJhGQRo.ifNk2FTxTMJ3HPNPo9I7fw.ZEOQk7Gi1zNdsZhZVr8,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
100175,DESOTO MEMORIAL HOSPITAL,900 N ROBERT AVE,ARCADIA,FL,34266,hpt-obf:v1:QzNplotEVKHoOm4y.6sScapekghTdd_8cqp2JIg.jKT3RLFck23nKq0fS7Y,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,DESOTO MEMORIAL HOSPITAL hospital ARCADIA FL official website,
100176,PALM BEACH GARDENS MEDICAL CENTER,3360 BURNS RD,PALM BEACH GARDENS,FL,33410,hpt-obf:v1:bW1P_5AGtk87q2bE.VROO3aJ-D4zPPQAKtW4Icg.jaWIdaOyPT-IcXx_oas,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,PALM BEACH GARDENS MEDICAL CENTER hospital PALM BEACH GARDENS FL official website,
100200,BROWARD HEALTH IMPERIAL POINT,6401 N FEDERAL HWY,FORT LAUDERDALE,FL,33308,hpt-obf:v1:qH5sqN6TMMQs4eqE.TIYkpDs3NbAwzAYQU6YgdA.AtcmD68nTeK8lpSV8rw,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,BROWARD HEALTH IMPERIAL POINT hospital FORT LAUDERDALE FL official website,
10021F,96th Medical Group (Eglin AFB),96 MDG 307 Boatner Rd Suite 114,Eglin AFB,FL,32542,hpt-obf:v1:XQSzZiddgCSE4_Kt.CDjPUhD7RZOTjrC0-3Byhg.TvLt8TyoIjc1cNknC-g,Acute Care - Department of Defense,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
100258,DELRAY MEDICAL CENTER,5352 LINTON BLVD,DELRAY BEACH,FL,33484,hpt-obf:v1:N342iJOXkwzyzWUD.RcsAt_Fp2nx1a6A0g93BMw.lP-Q-t2BHDkKJbEadec,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,DELRAY MEDICAL CENTER hospital DELRAY BEACH FL official website,
100268,WEST BOCA MEDICAL CENTER,21644 STATE RD 7,BOCA RATON,FL,33428,hpt-obf:v1:ddjIbImpro26fXia.h7NrYlRpUDmj690dwd7JsQ.Gs369K_cn6R1rEMz_tM,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,WEST BOCA MEDICAL CENTER hospital BOCA RATON FL official website,
100275,WELLINGTON REGIONAL MEDICAL CENTER,10101 FOREST HILL BLVD,WELLINGTON,FL,33414,hpt-obf:v1:xXyNtwZuYimu3srq.rwshAcO-FoJ4X6Z1vfmUGQ.YFNQON5Byx3op04TQbc,Acute Care Hospitals,wellingtonregional.com,blocked,unblocker,"domain returned 403/429; needs the unblocker, not a new domain",,
100276,BROWARD HEALTH CORAL SPRINGS,3000 CORAL HILLS DR,CORAL SPRINGS,FL,33065,hpt-obf:v1:v5G8TEnRIQY6Urx6.Jdr4oWQfUbO5knp5U4EtAA.YisGD3nhhSL4yQWy9nc,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,BROWARD HEALTH CORAL SPRINGS hospital CORAL SPRINGS FL official website,
100277,DOUGLAS GARDENS HOSPITAL,5200 NE 2ND AVE,MIAMI,FL,33137,hpt-obf:v1:FfIN7LoVu7KF4uoK.wa2KPJyPAaMYvqY0WDRUSA.02KWn0884SxuTnYQflk,Acute Care Hospitals,miamijewishhealth.org,html,exa-domain-lookup,pointer fetch failed (html); domain is likely wrong or stale,DOUGLAS GARDENS HOSPITAL hospital MIAMI FL official website,
100284,KERALTY HOSPITAL,2500 SW 75TH AVE,MIAMI,FL,33155,hpt-obf:v1:QEzzNx2NMdFevy0y.AZ3ZWpg6Es2p_pCLICuIKg.IuTEnwCDmyrj5VVgL50,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,KERALTY HOSPITAL hospital MIAMI FL official website,
100287,GOOD SAMARITAN MEDICAL CENTER,1309 N FLAGLER DR,WEST PALM BEACH,FL,33401,hpt-obf:v1:odXYtVnfvicPdfPs.XywWvjZshainWa9gh1AaAw.p5O5qsWWX4mdmfP1wLw,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,GOOD SAMARITAN MEDICAL CENTER hospital WEST PALM BEACH FL official website,
100288,ST MARY'S MEDICAL CENTER,901 45TH ST,WEST PALM BEACH,FL,33407,hpt-obf:v1:YNJINtIdj_aeYpNV.tPeOG0nsofaFOnF9UvvI-A.mSDyvTzH6z197513DZE,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,ST MARY'S MEDICAL CENTER hospital WEST PALM BEACH FL official website,
100298,FLORIDA STATE HOSPITAL UNIT 31 MED,100 N MAIN ST,CHATTAHOOCHEE,FL,32324,hpt-obf:v1:gWOSN4q8l3uxXlr1.w_VgojUHeo2ycpi9nkpewA.GKdMduAVgvhBiVc0aQU,Acute Care Hospitals,myflfamilies.com,notfound,exa-domain-lookup,pointer fetch failed (notfound); domain is likely wrong or stale,FLORIDA STATE HOSPITAL UNIT 31 MED hospital CHATTAHOOCHEE FL official website,
100299,LAKEWOOD RANCH MEDICAL CENTER,8330 LAKEWOOD RANCH BLVD,BRADENTON,FL,34202,hpt-obf:v1:1wcKOenvoTe9nU9K.xebBqOQAF61VNpNFL4gBDQ.1v6T_ziF_85HQ6q5oMQ,Acute Care Hospitals,lakewoodranchmedicalcenter.com,blocked,unblocker,"domain returned 403/429; needs the unblocker, not a new domain",,
100365,NORTH WALTON DOCTORS HOSPITAL,4413 US HWY 331 S,DEFUNIAK SPRINGS,FL,32435,hpt-obf:v1:rfs8y3P-oGSDCNxL.IctXuFIz64OUXMsRu09K2w.H9I3A_0lIHvbXD31S0w,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,NORTH WALTON DOCTORS HOSPITAL hospital DEFUNIAK SPRINGS FL official website,
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINESVILLE,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,hpt-obf:v1:NQulz28_jalmj9VP.Jdm0C2LSBuZOHYuigr0fJQ.ZjDQom_l9R00HvrFFS4,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,hpt-obf:v1:kyKipz2wzsBIGEzD.56Ds9i4fwRGC6UyOsA4KiQ.4FLJpB5S8Wf39F5DhOw,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,hpt-obf:v1:EUY4vge2PebNA3Jz.-l9es3ZaU7LEZWq_Mc-uqQ.Tz-vzL2jfSKacOKci54,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,hpt-obf:v1:F0cFUknZnr54UP0q.UuRyMqX23RbQ9XmBrVns4g.W-mQszT2t9CWgRUl6Gk,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,hpt-obf:v1:W2-8GHU4LMG9_zZi.DwWtzmrL-vInzrxDtMqbzg.A71YvPyoi4eDWqji8MI,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
101303,LAKE BUTLER HOSPITAL,850 E MAIN ST,LAKE BUTLER,FL,32054,hpt-obf:v1:1sKzrq85CHGxMVWa.OIUsLPWrfsXSU6kwZlAXTg.iiANchkhgZ9nTql0Uq4,Critical Access Hospitals,lakebutlerhospital.com,html,exa-domain-lookup,pointer fetch failed (html); domain is likely wrong or stale,LAKE BUTLER HOSPITAL hospital LAKE BUTLER FL official website,
103300,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,501 SIXTH AVENUE SOUTH,SAINT PETERSBURG,FL,33701,hpt-obf:v1:hDUFt0J1FPJzuA54.vcqUs7VoNhoa4AY32WBLnA.BNfXpykaOtC6uGEJoVo,Childrens,hopkinsallchildrens.org,blocked,unblocker,"domain returned 403/429; needs the unblocker, not a new domain",,
104000,FLORIDA STATE HOSPITAL UNIT 14 PSYCH,100 N MAIN ST,CHATTAHOOCHEE,FL,32324,hpt-obf:v1:cgxwzmqPtOGxX_hQ.zDBwetE8IeG4aLx5tPmDIA.XVSL2_VZG_TisfJLURA,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,FLORIDA STATE HOSPITAL UNIT 14 PSYCH hospital CHATTAHOOCHEE FL official website,
104001,SOUTH FLORIDA STATE HOSPITAL,800 E CYPRESS DR,PEMBROKE PINES,FL,33025,hpt-obf:v1:QTvdgzaokShpe1nv.nbtkjhaNPFwftp0WkFUWnw.9WhlG05w5hf_2FCM2wc,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,SOUTH FLORIDA STATE HOSPITAL hospital PEMBROKE PINES FL official website,
104007,NORTHEAST FLORIDA STATE HOSPITAL,7487 S STATE RD 121,MACCLENNY,FL,32063,hpt-obf:v1:XGqj0sig7e8CGdMA.lB1cPASyxwVczet7cnzAoA.6iCEiZ-UwbQrk9h224M,Psychiatric,myflfamilies.com,notfound,exa-domain-lookup,pointer fetch failed (notfound); domain is likely wrong or stale,NORTHEAST FLORIDA STATE HOSPITAL hospital MACCLENNY FL official website,
104016,RIVER POINT BEHAVIORAL HEALTH,6300 BEACH BLVD,JACKSONVILLE,FL,32216,hpt-obf:v1:kCIc9UGyf7eHRBhN.m_wbQfnVtPtTWdkRbRluhw.ezdYGzmbNI-z1Kp3g-0,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,RIVER POINT BEHAVIORAL HEALTH hospital JACKSONVILLE FL official website,
104017,WINDMOOR HEALTHCARE OF CLEARWATER,11300 US 19 N,CLEARWATER,FL,33764,hpt-obf:v1:JTsg424NqmKvw7JT.pGMiwrQ4gFXXv-XruqiGsQ.P0TW2PdbB0i0ILH-7YA,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,WINDMOOR HEALTHCARE OF CLEARWATER hospital CLEARWATER FL official website,
104026,FORT LAUDERDALE BEHAVIORAL HEALTH CENTER,5757 N DIXIE HWY,OAKLAND PARK,FL,33334,hpt-obf:v1:o1_AnsPFCaSr8mw-.L0G-NAIybIQ6g0Pvfs-InA.DdIv4PIvtSTeBNIA8vU,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,FORT LAUDERDALE BEHAVIORAL HEALTH CENTER hospital OAKLAND PARK FL official website,
104049,SOUTHERN WINDS HOSPITAL,4225 W 20TH AVE,HIALEAH,FL,33012,hpt-obf:v1:b_PIXD0HNL1Nd5FQ.KJeE8y80BCDFRNecpkUryQ.RcGhb-lrH58R9F8a4Ms,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,SOUTHERN WINDS HOSPITAL hospital HIALEAH FL official website,
104059,EASTSIDE PSYCHIATRIC HOSPITAL,"2634B CAPITAL CIRCLE NE, 2ND FLR",TALLAHASSEE,FL,32308,hpt-obf:v1:3SstHWZR6n5-Qm3k.r7DJrT3zcu-WKc7uLIDPdw.zeRdi-QLS-BDw_c15cU,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,EASTSIDE PSYCHIATRIC HOSPITAL hospital TALLAHASSEE FL official website,
104063,AXIOM BEHAVIORAL HEALTH AT NAPLES,9001 TAMIAMI TRAIL EAST,NAPLES,FL,34113,hpt-obf:v1:er1bsj6_eAbej2p9.vFsLo68N8-7wR4TaAbvLRw.r04BKAYMNNH2wMMCHcw,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,AXIOM BEHAVIORAL HEALTH AT NAPLES hospital NAPLES FL official website,
104069,WEKIVA SPRINGS,3947 SALISBURY RD,JACKSONVILLE,FL,32216,hpt-obf:v1:9fDd3pWRXywDt6A0.aYw_G3yeeq9cXbgDbycZvw.29U-UW2K-3MFK10v3zg,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,WEKIVA SPRINGS hospital JACKSONVILLE FL official website,
104071,THE VINES HOSPITAL,3130 SW 27TH AVE,OCALA,FL,34471,hpt-obf:v1:vrB_YLWKHuDmV_k4.nkIGb6Or_Z-1GThlGAt5Fw.qKk2AUYPQHHoYRxLGwo,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,THE VINES HOSPITAL hospital OCALA FL official website,
104072,CENTRAL FLORIDA BEHAVIORAL HOSPITAL,6601 CENTRAL FLORIDA PARKWAY,ORLANDO,FL,32821,hpt-obf:v1:PdYEfoQN-easMqZn.LMADXRZrXLH9vCfGMWLlcQ.cPQbSrgv7yGM-YrpHzE,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,CENTRAL FLORIDA BEHAVIORAL HOSPITAL hospital ORLANDO FL official website,
104073,EMERALD COAST BEHAVIORAL HOSPITAL,1940 HARRISON AVE,PANAMA CITY,FL,32405,hpt-obf:v1:2AxDEZ5Gw0LKYN2U.yv45-eSd5Gr57iG2rmL6_g.5cdPrtl5UrGG5mxXSqg,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,EMERALD COAST BEHAVIORAL HOSPITAL hospital PANAMA CITY FL official website,
104076,UNIVERSITY BEHAVIORAL CENTER,2500 DISCOVERY DRIVE,ORLANDO,FL,32826,hpt-obf:v1:ffrx0TGSy5-9pr7Q.Y29K6doeCWhAzIKYm_1OXQ.DUm-eFl2dWKzKLIdRHE,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,UNIVERSITY BEHAVIORAL CENTER hospital ORLANDO FL official website,
104078,SUNCOAST BEHAVIORAL HEALTH CENTER,4480 51ST ST W,BRADENTON,FL,34210,hpt-obf:v1:nBriQjyl74twP5s9.F0DiQQ7zLLK1e-ny0Ipciw.ktMflZCCwCsjCyvnd3Q,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,SUNCOAST BEHAVIORAL HEALTH CENTER hospital BRADENTON FL official website,
104080,CORAL SHORES BEHAVIORAL HEALTH,5995 SE COMMUNITY DRIVE,STUART,FL,34997,hpt-obf:v1:8PpiLLoFkRCIyukh.9eqTbLaP5y1GFEGFH4VxZw.chB-jgfcHQHFhO3I8Xk,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,CORAL SHORES BEHAVIORAL HEALTH hospital STUART FL official website,
104082,PALM POINT BEHAVIORAL HEALTH,2355 TRUMAN SCARBOROUGH WAY,TITUSVILLE,FL,32796,hpt-obf:v1:Zyfuyfpe5d-akOKn.cJtJxXK9T1ZqYwFZIFhrfA.yF7exmTo9ZpdARnEBqo,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,PALM POINT BEHAVIORAL HEALTH hospital TITUSVILLE FL official website,
104087,NORTH PORT BEHAVIORAL HEALTH,4501 CITIZENS PARKWAY,NORTH PORT,FL,34288,hpt-obf:v1:mT4JG4TtwUEe-3go.Ejo3Akg-A0ZqYn1bYmP2Yw.bF197rQnyDnPpb63iVY,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,NORTH PORT BEHAVIORAL HEALTH hospital NORTH PORT FL official website,
110002,UPSON REGIONAL MEDICAL CENTER,801 W GORDON STREET,THOMASTON,GA,30286,hpt-obf:v1:UOrn3_8SUr-1jzE8.tTqUBlmAljN1G9zHNw0I8g.SfumW94bJ0i_I7dO3hY,Acute Care Hospitals,urmc.org,neterr,exa-domain-lookup,pointer fetch failed (neterr); domain is likely wrong or stale,UPSON REGIONAL MEDICAL CENTER hospital THOMASTON GA official website,
110027,"TY COBB REGIONAL MEDICAL CENTER, LLC",367 CLEAR CREEK PARKWAY,LAVONIA,GA,30553,hpt-obf:v1:vdFltDvsutBS0gvk.jsqsYJZQtesHcI3ou0_yiA.g1PyCQ51DTiTjk1jH90,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,"TY COBB REGIONAL MEDICAL CENTER, LLC hospital LAVONIA GA official website",
110086,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,610 SPARTA ROAD,SANDERSVILLE,GA,31082,hpt-obf:v1:zkJjzGSBqpglZzwt.EPieS-Di9ZQsOBccZfUs5A.YVdwHAX8QYNIBYN_jb0,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,WASHINGTON COUNTY REGIONAL MEDICAL CENTER hospital SANDERSVILLE GA official website,
110101,"SOUTHWELL MEDICAL, A CAMPUS OF TRMC",260 MJ TAYLOR ROAD,ADEL,GA,31620,hpt-obf:v1:uIJV2xGvK43ZIXb0.lr76xlwYKmOtygxSFwbU3A.JPIV7PygQ6mOE0Ec57E,Acute Care Hospitals,mysouthwell.com,notfound,exa-domain-lookup,pointer fetch failed (notfound); domain is likely wrong or stale,"SOUTHWELL MEDICAL, A CAMPUS OF TRMC hospital ADEL GA official website",
110113,BURKE MEDICAL CENTER,351 SOUTH LIBERTY STREET,WAYNESBORO,GA,30830,hpt-obf:v1:kiIvyJ_xruxwsN0R.nQOvnPeLVqTpbSNlTK-ixA.oCG8fCmXzejoLGwVp3Y,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,BURKE MEDICAL CENTER hospital WAYNESBORO GA official website,
110129,ST FRANCIS HOSPITAL- EMORY HEALTHCARE,2122 MANCHESTER EXPRESSWAY,COLUMBUS,GA,31995,hpt-obf:v1:MGk9LJ7ct1-Rjx-o.PvOuzTwtsew4IhwwiWqgBw.8c5PvFYJd9ILs9olEoo,Acute Care Hospitals,mystfrancis.com,failed,exa-domain-lookup,pointer fetch failed (failed); domain is likely wrong or stale,ST FRANCIS HOSPITAL- EMORY HEALTHCARE hospital COLUMBUS GA official website,
110194,DONALSONVILLE HOSPITAL INC,102 HOSPITAL CIR,DONALSONVILLE,GA,39845,hpt-obf:v1:VtuNbmjVdEsBb0On.u9JaF-T8mXzk4Kd8-MWvSA.l3Xmbfc_52C1903G6z0,Acute Care Hospitals,donalsonvillehospital.org,html,exa-domain-lookup,pointer fetch failed (html); domain is likely wrong or stale,DONALSONVILLE HOSPITAL INC hospital DONALSONVILLE GA official website,
110209,TURNING POINT HOSPITAL,3015 VETERANS PARKWAY,MOULTRIE,GA,31788,hpt-obf:v1:_-WT4I2ZCGWUWcOK.4XCWMoYs40BlWH0SFZM1PQ.E11XREw6sa1tzkvLiEU,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,TURNING POINT HOSPITAL hospital MOULTRIE GA official website,
110233,"SOUTHEASTERN REGIONAL MEDICAL CENTER, INC",600 CELEBRATE LIFE PARKWAY NORTH,NEWNAN,GA,30265,hpt-obf:v1:IUUxjN7Js15FsSDq.PhFWg6iBnN-vM13yb-nF6w.gcbmWjSXwwGJii-WaeE,Acute Care Hospitals,cancercenter.com,blocked,unblocker,"domain returned 403/429; needs the unblocker, not a new domain",,
110236,COMMONSPIRIT-MEMORIAL HOSPITAL-NORTH GEORGIA,4710 BATTLEFIELD PARKWAY,RINGGOLD,GA,30736,hpt-obf:v1:-JvkyTOmodVDAHW-.VQRnh-jvsyP8XVMELg9yQQ.zxlT8bGPO6hmxYiQAYg,Acute Care Hospitals,memorial.org,ok,name-match-review,pointer file works (72 entries) but none matched this hospital's name,,
110256,TAYLOR REGIONAL HOSPITAL,222 PERRY HWY,HAWKINSVILLE,GA,31036,hpt-obf:v1:q5mvkt2yXCWd_bS4.T9qDAiTFHSXY7dlvImfNHw.2GhlpCU-af28xczj87M,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,TAYLOR REGIONAL HOSPITAL hospital HAWKINSVILLE GA official website,
